url,abstract,short_abstract,t5_sum
Pixar_Animation_Studios,"Pixar Animation Studios is een Amerikaans bedrijf gespecialiseerd in het maken van animatiefilms met behulp van computeranimatie. Het hoofdkantoor is gevestigd in Emeryville. Pixar was het eerste bedrijf dat een volledige 3D- animatiefilm maakte. Het bedrijf werd opgericht door Lucasfilm ( George Lucas) als onderdeel van special-effectsbedrijf Industrial Light & Magic, maar groot gemaakt door Steve Jobs (medeoprichter van Apple). Het staat bekend om films als Toy Story en Finding Nemo. De succesvolle films hebben Pixar inmiddels 22 Academy Awards en vier Golden Globes opgeleverd. In september 2009 kreeg het bedrijf een Gouden Leeuw voor al zijn films samen op het Filmfestival van Venetië.Sinds 5 mei 2006 maakt het onderdeel uit van voormalig partner The Walt Disney Company.","Pixar Animation Studios is een Amerikaans bedrijf gespecialiseerd in het maken van animatiefilms met behulp van computeranimatie. Het hoofdkantoor is gevestigd in Emeryville. Pixar was het eerste bedrijf dat een volledige 3D-animatiefilm maakte. Het bedrijf werd opgericht door Lucasfilm (George Lucas) als onderdeel van special-effectsbedrijf Industrial Light & Magic, maar groot gemaakt door Steve Jobs. Sinds 5 mei 2006 maakt het onderdeel uit van voormalig partner: The Walt Disney Company.","Pixar Animation Studios is een amerikaans bedrijf gespecialiseerd in het maken van animatiefilms met behulp van computeranimatie. het hoofdkantoor is gevestigd in Emeryville, california."
Goeroe_Granth_Sahib,"De Goeroe Granth Sahib ( Gurmukhi: ਸ੍ਰੀ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਜੀ, Devanagari: स्री गुरु ग्रंथ साहिब जी) of Ādi Granth is het heilige boek van de sikhs. Het is tevens de elfde goeroe van de sikhs, en het boek wordt daarom met grote eerbied behandeld. De Tiende Goeroe, Goeroe Gobind Singh Ji, was de laatste menselijke Goeroe. Hij heeft in 1708 de Goeroe Granth Sahib benoemd tot de permanente Goeroe van de Sikhs. Hij riep de Sikhs op om de Goeroe Granth Sahib te eren als het lichaam en geest van de tien eerdere menselijke goeroe’s. Het heilige boek is geschreven in het Gurmukhi schrift (Punjabi alfabet, ontwikkeld door de goeroes) en bevat de woorden en verzen zoals deze daadwerkelijk door de Sikh Goeroe’s zijn uitgesproken. Gedurende het leven van de goeroes werd het heilige boek gecompileerd. Dit schrift is het enige in de wereld, dat door de oprichters zelf is opgesteld. De Goeroe Granth Sahib vormt in feite het ‘hart’ van het Sikhisme. Doordat het goddelijke licht, Jot, in volledige omvang behouden is gebleven in de Goeroe Granth Sahib. Voor de Sikhs is de Goeroe Granth Sahib de manifestatie van de Jot (het goddelijke licht) van de goeroe en daardoor ‘leeft’ Goeroe Nanak voort in de Sikh religie.","De Goeroe Granth Sahib (Gurmukhi: ਸ੍ਰੀ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਜੀ, Devanagari: स्री गुरु ग्रंथ साहिब जी) of Ādi Granth is het heilige boek van de sikhs. Het is tevens de elfde goeroe van de sikhs, en het boek wordt daarom met grote eerbied behandeld. De tiende Goeroe, Goeroe Gobind Singh Ji, was de laatste menselijke Goeroe. Hij heeft in 1708 de Goeroe Granth Sahib benoemd tot de permanente Goeroe van de Sikhs. Hij riep de Sikhs op om de Goeroe Granth Sahib te eren als het lichaam en geest van de 10 eerdere menselijke goeroe’s.","de Goeroe Granth Sahib of <unk>di Granth is het heilige boek van de sikhs. de Tiende Goeroe, Goeroe Gobind Singh Ji, was de laatste menselijke goeroe."
Erik_Dekker,"Erik Dekker (Hoogeveen, 21 augustus 1970) is een voormalige Nederlandse profwielrenner. Hij was profwielrenner van 1992 tot 2006. Sinds 2007 is Erik Dekker actief als ploegleider bij de Rabobank Wielerploeg, vanaf 2013 is deze Belkin Pro Cycling genaamd.","Erik Dekker (Hoogeveen, 21 augustus 1970) is een voormalig Nederlands wielrenner. Hij was beroepsrenner van 1992 tot 2006. Van 2007 tot en met 2015 was Erik Dekker actief als ploegleider bij de Rabobank Wielerploeg. Vanaf 2014 leeft deze ploeg voort onder de naam Team LottoNL-Jumbo.","Erik dekker (Hoogeveen, 21 augustus 1970) is een voormalige Nederlandse profwielrenner. hij was profwielrenner van 1992 tot 2006."
Rafah,"Rafah is een stad in de Gazastrook, maar ook een grensplaats in Egypte. De twee steden worden gescheiden door de barrière tussen Egypte en de Gazastrook. De Arabische naam wordt uitgesproken als Rafach; de Hebreeuwse naam is Rafiach. Rafah is een van de belangrijkste steden in de Gazastrook. De stad ligt in het zuidwesten van het gebied, op de grens met Egypte. Het - sinds jaren gesloten - internationale vliegveld van Gaza bevindt zich ten zuidoosten van Rafah. Anno 2007 heeft de stad 121.710 inwoners, het naburige vluchtelingenkamp (Rafah Camp), 34.805. Bij Rafah bevinden zich archeologische plaatsen. In de oudheid heette de stad Raphia. De Arabieren veroverden de stad in 634, waarna het een belangrijke marktplaats werd met tevens een aanzienlijke joodse gemeenschap. De stad werd vernietigd aan het einde van de 12e eeuw. Regelmatig komt de stad in het nieuws vanwege wapensmokkel uit Egypte die in deze stad plaatsvindt, en militaire acties die eerst door het Israëlische leger en tegenwoordig door het Egyptische leger hiertegen werden ondernomen. De smokkel van wapens vindt doorgaans plaats door tunnels die onder de grens door tot in het Egyptische schiereiland Sinaï lopen. Als gevolg hiervan besloot president Abdel Fattah al-Sisi tot het creëren van een bufferzone door 10.000 mensen te laten verhuizen om daar een strook te creëren dat een met water gevulde gracht wordt.","Rafah is een Palestijnse stad in de Gazastrook, sinds 1948 voor een groot deel ook vluchtelingenkamp, maar ook een grensplaats in Egypte. Rafah is een van de belangrijkste steden in de Gazastrook. Rafah is de hoofdstad van het Gouvernement Rafah en ligt ongeveer 30 kilometer ten zuiden van de stad Gaza.In 1982 is de oorspronkelijke stad Rafah gesplitst en ligt er ook een stad Rafah in Egypte. De twee steden zijn gescheiden door de barrière tussen Egypte en de Gazastrook. Het centrum van de stad is bovendien gesloopt waardoor een bufferzone werd gevormd.. De Arabische naam wordt uitgesproken als Rafach; de Hebreeuwse naam is Rafiach.","Rafah is een van de belangrijkste steden in de Gazastrook, op de grens met Egypte. de stad ligt in het zuidwesten van het gebied, op de grens met Egypte."
Bruno_de_Grote,"De heilige Bruno de Grote ( 925 - Reims, 11 oktober 965) was aartsbisschop van Keulen, hertog van Lotharingen en aartskanselier van het Heilige Roomse Rijk. Vaak wordt hij verward met de heilige Bruno van Keulen, de stichter van de kartuizers. Bruno de Grote is een typische heilige van rond het jaar 1000: hij behoorde tot de rijksadel en was verweven met de wereldlijke politiek van zijn tijd. Toch is hij pas in 1870 heilig verklaard. Bruno was een zoon van keizer Hendrik de Vogelaar en de heilige Mathilde van Ringelheim. Zijn broer was keizer Otto I. Bruno genoot zijn opleiding bij bisschop Balderik van Utrecht. Er waren in zijn persoon meerdere ambten verenigd: sinds 940 was hij aartskanselier en sinds 951 tevens aartskapelaan van het rijk, van 953 - 959 de laatste hertog van Lotharingen en vanaf 953 aartsbisschop van Keulen en abt van de machtige abdijen Lorsch en Corvey. Hij stichtte zelf te Keulen de Sankt Pantaleonabdij, waar hij begraven werd. Zijn feestdag is 11 oktober.","De heilige Bruno de Grote (925 - Reims, 11 oktober 965) was aartsbisschop van Keulen, hertog van Lotharingen en aartskanselier van het Heilige Roomse Rijk. Vaak wordt hij verward met de heilige Bruno van Keulen, de stichter van de kartuizers. Bruno de Grote is een typische heilige van rond het jaar 1000: hij behoorde tot de rijksadel en was verweven met de wereldlijke politiek van zijn tijd. Toch is hij pas in 1870 heilig verklaard. Zijn feestdag is 11 oktober.","de heilige Bruno de Grote ( 925 - Reims, 11 oktober 965) was aartsbisschop van Keulen, hertog van Lotharingen en aartskanselier van het Heilige Roomse Rijk. Bruno was een zoon van keizer Hendrik de Vogelaar en de heilige "
Manipur,Manipur is een deelstaat in het uiterste noordoosten van India op de grens met Myanmar. De hoofdstad is Imphal en de staat heeft 2.166.788 (2001) inwoners.,"Manipur is een deelstaat van India, gelegen in het uiterste noordoosten van het land. De hoofdstad is Imphal en de staat heeft ruim 2,5 miljoen inwoners (2011). Manipur grenst aan drie andere Indiase deelstaten: Nagaland in het noorden, Assam in het westen en Mizoram in het zuidwesten. In het zuiden en oosten grenst de staat aan Myanmar.",manipur is een deelstaat in het uiterste noordoosten van india op de grens met Myanmar. de hoofdstad is Imphal en de staat heeft 2.166.788 (2001) inwoners.
Stijn_Coninx,"Augustijn Robert Marguerite (Stijn) baron Coninx (Neerpelt, 21 februari 1957) is een Belgisch cineast.","Augustijn Robert Marguerite (Stijn) baron Coninx (Neerpelt, 21 februari 1957) is een Belgisch cineast.","Augustijn Robert marguerite (stijn) baron coninx (neerpelt, 21 februari 1957) is een belgisch cineast. er is een belgisch filmast."
Kringproces,"Een kringproces is een proces in een thermodynamisch systeem waarbij een arbeidsmedium een reeks van toestandsveranderingen doorgaat, zodanig dat de eindtoestand van het arbeidsmedium gelijk is aan de begintoestand. Hierbij wordt in een positief kringproces mechanische arbeid verricht en in een negatief kringproces warmte afgevoerd, zoals het geval is bij een koelmachine of warmtepomp. Bij een gesloten kringproces wordt het arbeidsmedium opnieuw gebruikt, terwijl dit bij een open kringproces vervangen wordt. De hoeveelheid warmte die in het kringproces wordt gebruikt, is gelijk aan de hoeveelheid arbeid die wordt geleverd. Niet alle door het kringproces geleverde warmte of arbeid is in de vorm van nuttige warmte of arbeid (beide vormen van energie). De verhouding tussen de hoeveelheid nuttige energie en de totale energie (in de vorm van warmte of arbeid) in het kringproces bepaalt de efficiëntie van het kringproces. Een kringproces met een rendement van 100% is volgens de tweede wet van de thermodynamica niet realiseerbaar. Enige bijzondere kringprocessen zijn:","Een kringproces is een proces in een thermodynamisch systeem waarbij een een reeks van doorgaat, zodanig dat de eindtoestand van het arbeidsmedium gelijk is aan de begintoestand. Hierbij wordt in een positief kringproces mechanische arbeid verricht, zoals in het geval van een warmtemotor of een verbrandingsmotor, en in een negatief kringproces warmte afgevoerd, zoals het geval is bij een koelmachine of warmtepomp. Bij een wordt het arbeidsmedium opnieuw gebruikt, terwijl dit bij een open kringproces vervangen wordt. Enige bijzondere kringprocessen zijn:",een kringproces is een proces in een thermodynamisch systeem waarbij een arbeidsmedium een reeks van toestandsveranderingen doorgaat. hierbij wordt in een positief kringproces mechanische arbeid verricht en in een negati
Ramp,"Een ramp of catastrofe is een gebeurtenis waarbij een ernstige verstoring van de openbare veiligheid is ontstaan, waarbij het leven en de gezondheid van vele personen, het milieu of grote materiële belangen in ernstige mate worden bedreigd of zijn geschaad, en waarbij een gecoördineerde inzet van diensten en organisaties van verschillende disciplines is vereist om de dreiging weg te nemen of de schadelijke gevolgen te beperken. Bij een ramp zijn veel mensen en instanties betrokken. Dat kan zijn in de rol van slachtoffer, gedupeerde, hulpverlener, bestuurder, nabestaande of anderszins. In sommige gevallen wordt er ook gesproken van een crisis.Daarnaast kan er sprake zijn van:","Een ramp of catastrofe is een gebeurtenis waarbij een ernstige verstoring van de openbare veiligheid is ontstaan, waarbij het leven en de gezondheid van vele personen, het milieu of grote materiële belangen in ernstige mate worden bedreigd of zijn geschaad, en waarbij een gecoördineerde inzet van diensten en organisaties van verschillende disciplines is vereist om de dreiging weg te nemen of de schadelijke gevolgen te beperken. \n* omvangrijke schade \n* een groot getroffen gebied \n* grote maatschappelijke impact.",ramp of catastrofe is een gebeurtenis waarbij een ernstige verstoring van de openbare veiligheid is ontstaan. bij een ramp zijn veel mensen en instanties betrokken. in sommige gevalen wordt er ook gesproken van een crisis.
Hippolyte_Fizeau,"Armand Hippolyte Louis Fizeau ( Parijs, 23 september 1819 - Venteuil, 18 september 1896) was een Frans natuurkundige. Fizeau begon zijn carrière met onderzoek naar verbeteringen in het fotografisch proces. Later bestudeerde hij samen met Léon Foucault de interferentie van licht en warmte. Samen maakten zij de eerste foto van de zon. In 1848 ontdekte hij het dopplereffect bij elektromagnetische golven. Vervolgens werkte hij aan een methode om de snelheid van het licht te bepalen, waarvan hij in 1849 de resultaten publiceerde. In 1850 mat hij samen met E. Gounelle de snelheid van elektriciteit in een geleider. In 1853 beschreef hij het gebruik van een condensator om de efficiëntie van een inductiespoel te verbeteren. Vervolgens deed hij onderzoek naar uitzetting van vaste stoffen en paste hij interferentie toe op onderzoek naar breking van licht in kristallen. Zo gebruikte hij de Newtonringen om de natrium D-lijn te splitsen. In 1860 werd hij lid van de Académie française en in 1878 van het Bureau des longitudes. Hij is een van de 72 Fransen wier namen op de Eiffeltoren gegrift staan.","Armand Hippolyte Louis Fizeau (Parijs, 23 september 1819 - Venteuil, 18 september 1896) was een Franse natuurkundige. Fizeau begon zijn carrière met onderzoek naar verbeteringen in het fotografisch proces. Later bestudeerde hij samen met Léon Foucault de interferentie van licht en warmte. Samen maakten zij de eerste foto van de zon. In 1848 ontdekte hij het dopplereffect bij elektromagnetische golven. Vervolgens werkte hij aan een methode om de snelheid van het licht te bepalen, waarvan hij in 1849 de resultaten publiceerde. In 1850 mat hij samen met de snelheid van elektriciteit in een geleider.","Armand Hippolyte Louis Fizeau ( Parijs, 23 september 1819 - Venteuil, 18 september 1896) was een Frans natuurkundige. in 1848 ontdekte hij het dopplereffect bij elektromagnetische golven."
Strom_Thurmond,"James Strom Thurmond (Edgefield (South Carolina), 5 december 1902 – aldaar, 26 juni 2003) was een Amerikaans politicus, eerst van de Democratische Partij en later de Republikeinse Partij. Hij was de gouverneur van South Carolina van 1947 tot 1951. Hij was senator voor South Carolina van 1954 tot 2003, met een korte onderbreking in 1956. Met 100 jaar en 6 maanden is hij de oudste zittende senator ooit, terwijl de duur van zijn senatorschap (47 jaar en 5 maanden) ten tijde van zijn overlijden een record was, dat echter later door Robert Byrd werd verbroken. In 1948 was hij pro-segregatie kandidaat voor het Amerikaanse presidentschap.","James Strom Thurmond (Edgefield (South Carolina), 5 december 1902 – aldaar, 26 juni 2003) was een Amerikaans politicus, eerst van de Democratische Partij en later de Republikeinse Partij. Hij was de gouverneur van South Carolina van 1947 tot 1951. Hij was senator voor South Carolina van 1954 tot 2003, met een korte onderbreking in 1956. Met de leeftijd van 100 jaar en 6 maanden is hij de oudste zittende senator ooit, terwijl de duur van zijn senatorschap (47 jaar en 5 maanden) ten tijde van zijn overlijden een record was, dat echter later door Robert Byrd werd verbroken. In 1948 was hij pro-segregatie kandidaat voor het Amerikaanse presidentschap.","James Strom Thurmond (edgefield (south carolina), 5 december 1902 – aldaar, 26 juni 2003) was een amerikaans politicus, eerst van de Democratische Partij en later de Republikeinse Partij. hij was senator voor south carolina van 1954 tot 2003, met een"
